n,mean.five.a.day,mean.five.a.day.male,mean.five.a.day.female,mean.no.fruit,mean.not.daily.fruit,mean.daily.fruit,mean.no.veg,mean.not.daily.veg,mean.daily.veg,mean.no.fruit.and.no.veg,mean.not.daily.fruit.and.not.daily.veg,mean.daily.fruit.and.daily.veg,mean.no.soda,mean.daily.soda,mean.no.fastfood,mean.daily.fastfood,mean.never.or.rarely.hungry,mean.always.or.mostly.hungry,mean.never.or.rarely.soap,mean.always.or.mostly.soap,mean.never.or.rarely.hand.wash.after.toilet,mean.always.or.mostly.hand.wash.after.toilet,mean.never.or.rarely.hand.wash.before.eating,mean.always.or.mostly.hand.wash.before.eating,mean.no.fruit.male,mean.not.daily.fruit.male,mean.daily.fruit.male,mean.no.veg.male,mean.not.daily.veg.male,mean.daily.veg.male,mean.no.fruit.and.no.veg.male,mean.not.daily.fruit.and.not.daily.veg.male,mean.daily.fruit.and.daily.veg.male,mean.no.soda.male,mean.daily.soda.male,mean.no.fastfood.male,mean.daily.fastfood.male,mean.never.or.rarely.hungry.male,mean.always.or.mostly.hungry.male,mean.never.or.rarely.soap.male,mean.always.or.mostly.soap.male,mean.never.or.rarely.hand.wash.after.toilet.male,mean.always.or.mostly.hand.wash.after.toilet.male,mean.never.or.rarely.hand.wash.before.eating.male,mean.always.or.mostly.hand.wash.before.eating.male,mean.no.fruit.female,mean.not.daily.fruit.female,mean.daily.fruit.female,mean.no.veg.female,mean.not.daily.veg.female,mean.daily.veg.female,mean.no.fruit.and.no.veg.female,mean.not.daily.fruit.and.not.daily.veg.female,mean.daily.fruit.and.daily.veg.female,mean.no.soda.female,mean.daily.soda.female,mean.no.fastfood.female,mean.daily.fastfood.female,mean.never.or.rarely.hungry.female,mean.always.or.mostly.hungry.female,mean.never.or.rarely.soap.female,mean.always.or.mostly.soap.female,mean.never.or.rarely.hand.wash.after.toilet.female,mean.always.or.mostly.hand.wash.after.toilet.female,mean.never.or.rarely.hand.wash.before.eating.female,mean.always.or.mostly.hand.wash.before.eating.female
83,0.22518893821901328,0.22986027715248364,0.2206956036068271,0.0671643134119206,0.3028110115355412,0.6971889884644589,0.029376165878752587,0.13933565088992128,0.8618787163348821,0.009002546420612231,0.07497605879917543,0.6331391209883447,0.2453804671902284,0.43653234106059735,0.5782728846524773,0.022139536397513575,0.7790106819725476,0.05115721711720799,0.10150672112348343,0.7314728151207134,0.042614487880925346,0.8979588198883193,0.05092273441495192,0.855539908755101,0.056315176353862684,0.2711958615832459,0.7288041384167542,0.02678895416794748,0.1291323865234764,0.8708676134765236,0.006939584338528404,0.06731538590365421,0.6662787241759187,0.23298439063811446,0.46294202779131904,0.6007504646859153,0.015145348739980467,0.7857915478897263,0.04783009497033466,0.08733351018613587,0.7591971632107113,0.03514888475984344,0.910669874683933,0.04325974262378628,0.8695191114760722,0.07550809018614331,0.3290399008073046,0.6709600991926954,0.030850670426429347,0.1444407158218683,0.8555592841781317,0.010236410125511252,0.08071749896688334,0.6061050991994252,0.2506928068305569,0.4206617848594103,0.5623619154665495,0.026827854916039607,0.7741771498243093,0.05404567752787094,0.11184846314979131,0.7098224702187449,0.048211279718281354,0.887769066543945,0.05666083123695229,0.8445286329000634
